2025-10-20 19:57:54.262 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:203)
2025-10-20 19:57:55.629 | debug    |           Metal | RISC (x=25,y=23) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.629 | debug    |           Metal | RISC (x=25,y=23) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.629 | debug    |           Metal | RISC (x=25,y=23) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.629 | debug    |           Metal | RISC (x=25,y=23) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.631 | debug    |           Metal | RISC (x=18,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.631 | debug    |           Metal | RISC (x=18,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.631 | debug    |           Metal | RISC (x=18,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.631 | debug    |           Metal | RISC (x=18,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.631 | debug    |           Metal | RISC (x=18,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.632 | debug    |           Metal | RISC (x=19,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.632 | debug    |           Metal | RISC (x=19,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.632 | debug    |           Metal | RISC (x=19,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.633 | debug    |           Metal | RISC (x=19,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.633 | debug    |           Metal | RISC (x=19,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.634 | debug    |           Metal | RISC (x=20,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.634 | debug    |           Metal | RISC (x=20,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.634 | debug    |           Metal | RISC (x=20,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.634 | debug    |           Metal | RISC (x=20,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.634 | debug    |           Metal | RISC (x=20,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.636 | debug    |           Metal | RISC (x=21,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.636 | debug    |           Metal | RISC (x=21,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.636 | debug    |           Metal | RISC (x=21,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.636 | debug    |           Metal | RISC (x=21,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.636 | debug    |           Metal | RISC (x=21,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.637 | debug    |           Metal | RISC (x=22,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.637 | debug    |           Metal | RISC (x=22,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.638 | debug    |           Metal | RISC (x=22,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.638 | debug    |           Metal | RISC (x=22,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.638 | debug    |           Metal | RISC (x=22,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.639 | debug    |           Metal | RISC (x=23,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.639 | debug    |           Metal | RISC (x=23,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.639 | debug    |           Metal | RISC (x=23,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.639 | debug    |           Metal | RISC (x=23,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.640 | debug    |           Metal | RISC (x=23,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.641 | debug    |           Metal | RISC (x=24,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.641 | debug    |           Metal | RISC (x=24,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.641 | debug    |           Metal | RISC (x=24,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.641 | debug    |           Metal | RISC (x=24,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.641 | debug    |           Metal | RISC (x=24,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.642 | debug    |           Metal | RISC (x=25,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.643 | debug    |           Metal | RISC (x=25,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.643 | debug    |           Metal | RISC (x=25,y=24) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.643 | debug    |           Metal | RISC (x=25,y=24) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.643 | debug    |           Metal | RISC (x=25,y=24) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.644 | debug    |           Metal | RISC (x=18,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.644 | debug    |           Metal | RISC (x=18,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.644 | debug    |           Metal | RISC (x=18,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.645 | debug    |           Metal | RISC (x=18,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.645 | debug    |           Metal | RISC (x=18,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.646 | debug    |           Metal | RISC (x=19,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.646 | debug    |           Metal | RISC (x=19,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.646 | debug    |           Metal | RISC (x=19,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.646 | debug    |           Metal | RISC (x=19,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.646 | debug    |           Metal | RISC (x=19,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.648 | debug    |           Metal | RISC (x=20,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.648 | debug    |           Metal | RISC (x=20,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.648 | debug    |           Metal | RISC (x=20,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.648 | debug    |           Metal | RISC (x=20,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.648 | debug    |           Metal | RISC (x=20,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.649 | debug    |           Metal | RISC (x=21,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.649 | debug    |           Metal | RISC (x=21,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.649 | debug    |           Metal | RISC (x=21,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.650 | debug    |           Metal | RISC (x=21,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.650 | debug    |           Metal | RISC (x=21,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.651 | debug    |           Metal | RISC (x=22,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.651 | debug    |           Metal | RISC (x=22,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.651 | debug    |           Metal | RISC (x=22,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.651 | debug    |           Metal | RISC (x=22,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.651 | debug    |           Metal | RISC (x=22,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.653 | debug    |           Metal | RISC (x=23,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.653 | debug    |           Metal | RISC (x=23,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.653 | debug    |           Metal | RISC (x=23,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.653 | debug    |           Metal | RISC (x=23,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.653 | debug    |           Metal | RISC (x=23,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.654 | debug    |           Metal | RISC (x=24,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.654 | debug    |           Metal | RISC (x=24,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.655 | debug    |           Metal | RISC (x=24,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.655 | debug    |           Metal | RISC (x=24,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.655 | debug    |           Metal | RISC (x=24,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.656 | debug    |           Metal | RISC (x=25,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.656 | debug    |           Metal | RISC (x=25,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.656 | debug    |           Metal | RISC (x=25,y=25) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.656 | debug    |           Metal | RISC (x=25,y=25) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.657 | debug    |           Metal | RISC (x=25,y=25) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.657 | debug    |           Metal | Initializing active ethernet cores (metal_context.cpp:1279)
2025-10-20 19:57:55.658 | debug    |           Metal | Active ERISC (x=18,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//erisc/erisc.elf binary size: 2080 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.659 | debug    |           Metal | Active ERISC (x=25,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//erisc/erisc.elf binary size: 2080 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.660 | debug    |           Metal | Initializing idle ethernet cores (metal_context.cpp:1305)
2025-10-20 19:57:55.661 | debug    |           Metal | Idle ERISC (x=21,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.662 | debug    |           Metal | Idle ERISC (x=24,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.663 | debug    |           Metal | Idle ERISC (x=19,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.664 | debug    |           Metal | Idle ERISC (x=23,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.666 | debug    |           Metal | Idle ERISC (x=20,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.667 | debug    |           Metal | Idle ERISC (x=22,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.668 | debug    |           Metal | Idle ERISC (x=21,y=16) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.669 | debug    |           Metal | Idle ERISC (x=25,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.671 | debug    |           Metal | Idle ERISC (x=18,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.672 | debug    |           Metal | Idle ERISC (x=24,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.673 | debug    |           Metal | Idle ERISC (x=19,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.674 | debug    |           Metal | Idle ERISC (x=23,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.676 | debug    |           Metal | Idle ERISC (x=20,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.677 | debug    |           Metal | Idle ERISC (x=22,y=17) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//idle_erisc/idle_erisc.elf binary size: 1760 in bytes (metal_context.cpp:1019)
2025-10-20 19:57:55.680 | debug    |          Device | Waiting for firmware init complete (metal_context.cpp:1350)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=25,y=25) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=24,y=25) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=19,y=21) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=21,y=22) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=23,y=23) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=24,y=16) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=18,y=21) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=20,y=22) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=22,y=23) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=25,y=17) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=19,y=20) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=23,y=22) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=21,y=23) (llrt.cpp:319)
2025-10-20 19:57:55.680 | debug    |           Metal | Device 1: Phys cores just done: (x=24,y=17) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=18,y=20) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=22,y=22) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=20,y=23) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=21,y=21) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=23,y=20) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=25,y=19) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=19,y=22) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=20,y=21) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=22,y=20) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=24,y=19) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=18,y=22) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=20,y=17) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=22,y=16) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=18,y=18) (llrt.cpp:319)
2025-10-20 19:57:55.681 | debug    |           Metal | Device 1: Phys cores just done: (x=24,y=23) (llrt.cpp:319)
