WARNING:root:Defaulting to PJRT_DEVICE=CPU
2025-11-26 19:57:55.838 (   0.000s) [        E0290480]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
      %cst = stablehlo.constant dense<2.000000e+00> : tensor<f32> loc(#loc)
      %1 = stablehlo.broadcast_in_dim %cst, dims = [] : (tensor<f32>) -> tensor<32x2xf32> loc(#loc)
      %2 = stablehlo.reshape %arg2 : (tensor<32x2xf32>) -> tensor<1x32x2xf32> loc(#loc3)
      %3 = stablehlo.reshape %2 : (tensor<1x32x2xf32>) -> tensor<32x2xf32> loc(#loc4)
      %4 = stablehlo.multiply %3, %1 {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>"}, mhlo.sharding = "{devices=[1,8]<=[8]}"} : tensor<32x2xf32> loc(#loc5)
      %5 = stablehlo.reshape %arg3 : (tensor<4x32xf32>) -> tensor<1x4x32xf32> loc(#loc6)
      %6 = stablehlo.reshape %5 : (tensor<1x4x32xf32>) -> tensor<4x32xf32> loc(#loc7)
      %7 = "stablehlo.all_gather"(%4) <{all_gather_dim = 1 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 1, 2, 3, 4, 5, 6, 7]]> : tensor<1x8xi64>}> : (tensor<32x2xf32>) -> tensor<32x16xf32> loc(#loc5)
      %8 = stablehlo.dot_general %6, %7, contracting_dims = [1] x [0] : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32> loc(#loc8)
      sdy.return %4, %4, %8 : tensor<32x2xf32>, tensor<32x2xf32>, tensor<4x16xf32> loc(#loc)
    } : (tensor<32x16xf32>, tensor<32x32xf32>) -> (tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>) loc(#loc)
    return %0#0, %0#1, %0#2 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32> loc(#loc)
  } loc(#loc)
} loc(#loc)
#loc = loc(unknown)
#loc3 = loc("reshape.3")
#loc4 = loc("reshape.5")
#loc5 = loc("multiply.7")
#loc6 = loc("reshape.9")
#loc7 = loc("reshape.11")
#loc8 = loc("dot.12")
------------------ END OF MLIR MODULE ------------------
// -----// IR Dump Before ConvertArithToStableHLO (convert-arith-to-stablehlo) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0_updated"=1, "_axis_0"=8]>
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0:3 = sdy.manual_computation(%arg0, %arg1) in_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] out_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] manual_axes={"_axis_0_updated", "_axis_0"} (%arg2: tensor<32x2xf32>, %arg3: tensor<4x32xf32>) {
      %cst = stablehlo.constant dense<2.000000e+00> : tensor<f32>
      %1 = stablehlo.broadcast_in_dim %cst, dims = [] : (tensor<f32>) -> tensor<32x2xf32>
      %2 = stablehlo.reshape %arg2 : (tensor<32x2xf32>) -> tensor<1x32x2xf32>
      %3 = stablehlo.reshape %2 : (tensor<1x32x2xf32>) -> tensor<32x2xf32>
      %4 = stablehlo.multiply %3, %1 {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>"}, mhlo.sharding = "{devices=[1,8]<=[8]}"} : tensor<32x2xf32>
      %5 = stablehlo.reshape %arg3 : (tensor<4x32xf32>) -> tensor<1x4x32xf32>
      %6 = stablehlo.reshape %5 : (tensor<1x4x32xf32>) -> tensor<4x32xf32>
      %7 = "stablehlo.all_gather"(%4) <{all_gather_dim = 1 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 1, 2, 3, 4, 5, 6, 7]]> : tensor<1x8xi64>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
      %8 = stablehlo.dot_general %6, %7, contracting_dims = [1] x [0] : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
      sdy.return %4, %4, %8 : tensor<32x2xf32>, tensor<32x2xf32>, tensor<4x16xf32>
    } : (tensor<32x16xf32>, tensor<32x32xf32>) -> (tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>)
    return %0#0, %0#1, %0#2 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump Before LegalizeStableHLOCompositeToTTIR (legalize-stablehlo-composite-to-ttir) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0_updated"=1, "_axis_0"=8]>
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0:3 = sdy.manual_computation(%arg0, %arg1) in_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] out_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] manual_axes={"_axis_0_updated", "_axis_0"} (%arg2: tensor<32x2xf32>, %arg3: tensor<4x32xf32>) {
      %cst = stablehlo.constant dense<2.000000e+00> : tensor<f32>
      %1 = stablehlo.broadcast_in_dim %cst, dims = [] : (tensor<f32>) -> tensor<32x2xf32>
      %2 = stablehlo.reshape %arg2 : (tensor<32x2xf32>) -> tensor<1x32x2xf32>
      %3 = stablehlo.reshape %2 : (tensor<1x32x2xf32>) -> tensor<32x2xf32>
      %4 = stablehlo.multiply %3, %1 {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>"}, mhlo.sharding = "{devices=[1,8]<=[8]}"} : tensor<32x2xf32>
      %5 = stablehlo.reshape %arg3 : (tensor<4x32xf32>) -> tensor<1x4x32xf32>
      %6 = stablehlo.reshape %5 : (tensor<1x4x32xf32>) -> tensor<4x32xf32>
      %7 = "stablehlo.all_gather"(%4) <{all_gather_dim = 1 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 1, 2, 3, 4, 5, 6, 7]]> : tensor<1x8xi64>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
      %8 = stablehlo.dot_general %6, %7, contracting_dims = [1] x [0] : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
      sdy.return %4, %4, %8 : tensor<32x2xf32>, tensor<32x2xf32>, tensor<4x16xf32>
    } : (tensor<32x16xf32>, tensor<32x32xf32>) -> (tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>)
    return %0#0, %0#1, %0#2 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump Before StablehloLegalizeCompositeToCallPass (stablehlo-legalize-composite-to-call) ('func.func' operation: @main) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0_updated"=1, "_axis_0"=8]>
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0:3 = sdy.manual_computation(%arg0, %arg1) in_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] out_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] manual_axes={"_axis_0_updated", "_axis_0"} (%arg2: tensor<32x2xf32>, %arg3: tensor<4x32xf32>) {
      %cst = stablehlo.constant dense<2.000000e+00> : tensor<f32>
      %1 = stablehlo.broadcast_in_dim %cst, dims = [] : (tensor<f32>) -> tensor<32x2xf32>
      %2 = stablehlo.reshape %arg2 : (tensor<32x2xf32>) -> tensor<1x32x2xf32>
      %3 = stablehlo.reshape %2 : (tensor<1x32x2xf32>) -> tensor<32x2xf32>
      %4 = stablehlo.multiply %3, %1 {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>"}, mhlo.sharding = "{devices=[1,8]<=[8]}"} : tensor<32x2xf32>
      %5 = stablehlo.reshape %arg3 : (tensor<4x32xf32>) -> tensor<1x4x32xf32>
      %6 = stablehlo.reshape %5 : (tensor<1x4x32xf32>) -> tensor<4x32xf32>
      %7 = "stablehlo.all_gather"(%4) <{all_gather_dim = 1 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 1, 2, 3, 4, 5, 6, 7]]> : tensor<1x8xi64>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
      %8 = stablehlo.dot_general %6, %7, contracting_dims = [1] x [0] : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
      sdy.return %4, %4, %8 : tensor<32x2xf32>, tensor<32x2xf32>, tensor<4x16xf32>
    } : (tensor<32x16xf32>, tensor<32x32xf32>) -> (tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>)
    return %0#0, %0#1, %0#2 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump Before Inliner (inline) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0_updated"=1, "_axis_0"=8]>
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0:3 = sdy.manual_computation(%arg0, %arg1) in_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] out_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] manual_axes={"_axis_0_updated", "_axis_0"} (%arg2: tensor<32x2xf32>, %arg3: tensor<4x32xf32>) {
      %cst = stablehlo.constant dense<2.000000e+00> : tensor<f32>
      %1 = stablehlo.broadcast_in_dim %cst, dims = [] : (tensor<f32>) -> tensor<32x2xf32>
      %2 = stablehlo.reshape %arg2 : (tensor<32x2xf32>) -> tensor<1x32x2xf32>
      %3 = stablehlo.reshape %2 : (tensor<1x32x2xf32>) -> tensor<32x2xf32>
      %4 = stablehlo.multiply %3, %1 {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>"}, mhlo.sharding = "{devices=[1,8]<=[8]}"} : tensor<32x2xf32>
      %5 = stablehlo.reshape %arg3 : (tensor<4x32xf32>) -> tensor<1x4x32xf32>
      %6 = stablehlo.reshape %5 : (tensor<1x4x32xf32>) -> tensor<4x32xf32>
      %7 = "stablehlo.all_gather"(%4) <{all_gather_dim = 1 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 1, 2, 3, 4, 5, 6, 7]]> : tensor<1x8xi64>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
      %8 = stablehlo.dot_general %6, %7, contracting_dims = [1] x [0] : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
      sdy.return %4, %4, %8 : tensor<32x2xf32>, tensor<32x2xf32>, tensor<4x16xf32>
    } : (tensor<32x16xf32>, tensor<32x32xf32>) -> (tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>)
    return %0#0, %0#1, %0#2 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump Before Canonicalizer (canonicalize) ('func.func' operation: @main) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0_updated"=1, "_axis_0"=8]>
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0:3 = sdy.manual_computation(%arg0, %arg1) in_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] out_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] manual_axes={"_axis_0_updated", "_axis_0"} (%arg2: tensor<32x2xf32>, %arg3: tensor<4x32xf32>) {
      %cst = stablehlo.constant dense<2.000000e+00> : tensor<f32>
      %1 = stablehlo.broadcast_in_dim %cst, dims = [] : (tensor<f32>) -> tensor<32x2xf32>
      %2 = stablehlo.reshape %arg2 : (tensor<32x2xf32>) -> tensor<1x32x2xf32>
      %3 = stablehlo.reshape %2 : (tensor<1x32x2xf32>) -> tensor<32x2xf32>
      %4 = stablehlo.multiply %3, %1 {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>"}, mhlo.sharding = "{devices=[1,8]<=[8]}"} : tensor<32x2xf32>
      %5 = stablehlo.reshape %arg3 : (tensor<4x32xf32>) -> tensor<1x4x32xf32>
      %6 = stablehlo.reshape %5 : (tensor<1x4x32xf32>) -> tensor<4x32xf32>
      %7 = "stablehlo.all_gather"(%4) <{all_gather_dim = 1 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 1, 2, 3, 4, 5, 6, 7]]> : tensor<1x8xi64>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
      %8 = stablehlo.dot_general %6, %7, contracting_dims = [1] x [0] : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
      sdy.return %4, %4, %8 : tensor<32x2xf32>, tensor<32x2xf32>, tensor<4x16xf32>
    } : (tensor<32x16xf32>, tensor<32x32xf32>) -> (tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>)
    return %0#0, %0#1, %0#2 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump Before ConvertStableHLOToTTIR (convert-stablehlo-to-ttir) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  sdy.mesh @mesh = <["_axis_0_updated"=1, "_axis_0"=8]>
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0:3 = sdy.manual_computation(%arg0, %arg1) in_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] out_shardings=[<@mesh, [{}, {"_axis_0"}]>, <@mesh, [{}, {"_axis_0"}]>, <@mesh, [{"_axis_0"}, {}]>] manual_axes={"_axis_0_updated", "_axis_0"} (%arg2: tensor<32x2xf32>, %arg3: tensor<4x32xf32>) {
      %cst = stablehlo.constant dense<2.000000e+00> : tensor<f32>
      %1 = stablehlo.broadcast_in_dim %cst, dims = [] : (tensor<f32>) -> tensor<32x2xf32>
      %2 = stablehlo.reshape %arg2 : (tensor<32x2xf32>) -> tensor<1x32x2xf32>
      %3 = stablehlo.reshape %2 : (tensor<1x32x2xf32>) -> tensor<32x2xf32>
      %4 = stablehlo.multiply %3, %1 {mhlo.frontend_attributes = {xla.sdy.sharding = "#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>"}, mhlo.sharding = "{devices=[1,8]<=[8]}"} : tensor<32x2xf32>
      %5 = stablehlo.reshape %arg3 : (tensor<4x32xf32>) -> tensor<1x4x32xf32>
      %6 = stablehlo.reshape %5 : (tensor<1x4x32xf32>) -> tensor<4x32xf32>
      %7 = "stablehlo.all_gather"(%4) <{all_gather_dim = 1 : i64, channel_handle = #stablehlo.channel_handle<handle = 1, type = 1>, replica_groups = dense<[[0, 1, 2, 3, 4, 5, 6, 7]]> : tensor<1x8xi64>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
      %8 = stablehlo.dot_general %6, %7, contracting_dims = [1] x [0] : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
      sdy.return %4, %4, %8 : tensor<32x2xf32>, tensor<32x2xf32>, tensor<4x16xf32>
    } : (tensor<32x16xf32>, tensor<32x32xf32>) -> (tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>)
    return %0#0, %0#1, %0#2 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump After ConvertStableHLOToTTIR (convert-stablehlo-to-ttir) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x16xf32>) -> tensor<32x2xf32>
    %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x32xf32>) -> tensor<4x32xf32>
    %2 = "ttir.constant"() <{value = dense<2.000000e+00> : tensor<f32>}> : () -> tensor<f32>
    %3 = ttir.empty() : tensor<1x1xf32>
    %4 = "ttir.reshape"(%2, %3) <{shape = [1 : i32, 1 : i32]}> : (tensor<f32>, tensor<1x1xf32>) -> tensor<1x1xf32>
    %5 = ttir.empty() : tensor<32x2xf32>
    %6 = "ttir.broadcast"(%4, %5) <{broadcast_dimensions = array<i64: 32, 2>}> : (tensor<1x1xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
    %7 = ttir.empty() : tensor<1x32x2xf32>
    %8 = "ttir.reshape"(%0, %7) <{shape = [1 : i32, 32 : i32, 2 : i32]}> : (tensor<32x2xf32>, tensor<1x32x2xf32>) -> tensor<1x32x2xf32>
    %9 = ttir.empty() : tensor<32x2xf32>
    %10 = "ttir.reshape"(%8, %9) <{shape = [32 : i32, 2 : i32]}> : (tensor<1x32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
    %11 = ttir.empty() : tensor<32x2xf32>
    %12 = "ttir.multiply"(%10, %6, %11) : (tensor<32x2xf32>, tensor<32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
    %13 = ttir.empty() : tensor<1x4x32xf32>
    %14 = "ttir.reshape"(%1, %13) <{shape = [1 : i32, 4 : i32, 32 : i32]}> : (tensor<4x32xf32>, tensor<1x4x32xf32>) -> tensor<1x4x32xf32>
    %15 = ttir.empty() : tensor<4x32xf32>
    %16 = "ttir.reshape"(%14, %15) <{shape = [4 : i32, 32 : i32]}> : (tensor<1x4x32xf32>, tensor<4x32xf32>) -> tensor<4x32xf32>
    %17 = ttir.empty() : tensor<32x16xf32>
    %18 = "ttir.all_gather"(%12, %17) <{all_gather_dim = 1 : si32, cluster_axis = 1 : ui32}> : (tensor<32x2xf32>, tensor<32x16xf32>) -> tensor<32x16xf32>
    %19 = "ttir.dot_general"(%16, %18) <{batch_dims_lhs = array<i64>, batch_dims_rhs = array<i64>, contract_dims_lhs = array<i64: 1>, contract_dims_rhs = array<i64: 0>}> : (tensor<4x32xf32>, tensor<32x16xf32>) -> tensor<4x16xf32>
    %20 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
    %21 = "ttir.mesh_shard"(%12) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<devices>}> : (tensor<32x2xf32>) -> tensor<32x16xf32>
    %22 = "ttir.mesh_shard"(%19) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<shard_to_full>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<devices>}> : (tensor<4x16xf32>) -> tensor<32x16xf32>
    return %20, %21, %22 : tensor<32x16xf32>, tensor<32x16xf32>, tensor<32x16xf32>
  }
}


// -----// IR Dump Before TTCoreWrapDeviceModulePass (ttcore-wrap-device-module) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false, ttcore.meshes = #ttcore.meshes<[<"mesh" = 1x8>]>} {
  func.func @main(%arg0: tensor<32x16xf32> {ttcore.argument_type = #ttcore.argument_type<input>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "args_0"}, %arg1: tensor<32x32xf32> {ttcore.argument_type = #ttcore.argument_type<parameter>, ttcore.shard_status = #ttcore.shard_status<presharded>, ttir.name = "l__self___x1"}) -> (tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}, tensor<32x16xf32> {ttcore.shard_status = #ttcore.shard_status<unsharded>}) {
    %0 = "ttir.mesh_shard"(%arg0) <{shard_dims = array<i64: -1, 1>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 1, 8>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x16xf32>) -> tensor<32x2xf32>
    %1 = "ttir.mesh_shard"(%arg1) <{shard_dims = array<i64: -1, 0>, shard_direction = #ttcore.shard_direction<full_to_shard>, shard_shape = array<i64: 8, 1>, shard_type = #ttcore.shard_type<identity>}> : (tensor<32x32xf32>) -> tensor<4x32xf32>
    %2 = "ttir.constant"() <{value = dense<2.000000e+00> : tensor<f32>}> : () -> tensor<f32>
    %3 = ttir.empty() : tensor<1x1xf32>
    %4 = "ttir.reshape"(%2, %3) <{shape = [1 : i32, 1 : i32]}> : (tensor<f32>, tensor<1x1xf32>) -> tensor<1x1xf32>
    %5 = ttir.empty() : tensor<32x2xf32>
    %6 = "ttir.broadcast"(%4, %5) <{broadcast_dimensions = array<i64: 32, 2>}> : (tensor<1x1xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
    %7 = ttir.empty() : tensor<1x32x2xf32>
    %8 = "ttir.reshape"(%0, %7) <{shape = [1 : i32, 32 : i32, 2 : i32]}> : (tensor<32x2xf32>, tensor<1x32x2xf32>) -> tensor<1x32x2xf32>
    %9 = ttir.empty() : tensor<32x2xf32>
    %10 = "ttir.reshape"(%8, %9) <{shape = [32 : i32, 2 : i32]}> : (tensor<1x32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
    %11 = ttir.empty() : tensor<32x2xf32>
    %12 = "ttir.multiply"(%10, %6, %11) : (tensor<32x2xf32>, tensor<32x2xf32>, tensor<32x2xf32>) -> tensor<32x2xf32>
    %13 = ttir.empty() : tensor<1x4x32xf32>
    %14 = "ttir.reshape"(%1, %13) <{shape = [1 : i32, 4 : i32, 32 : i32]}> : (tensor<4x32xf32>, tensor<1x4x32xf32>) -> tensor<1x4x32xf32>
    %15 = ttir.empty() : tensor<4x32xf32>
