Using PJRT plugin directory: /localdev/jameszianxu/tt-xla/python_package/pjrt_plugin_tt
Using TT-Metal from the source tree: /localdev/jameszianxu/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
WARNING: TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
============================= test session starts ==============================
platform linux -- Python 3.11.14, pytest-8.4.2, pluggy-1.6.0 -- /localdev/jameszianxu/tt-xla/venv/bin/python
cachedir: .pytest_cache
metadata: {'Python': '3.11.14', 'Platform': 'Linux-5.15.0-142-generic-x86_64-with-glibc2.35', 'Packages': {'pytest': '8.4.2', 'pluggy': '1.6.0'}, 'Plugins': {'metadata': '3.1.1', 'split': '0.10.0', 'jaxtyping': '0.3.4', 'forked': '1.6.0', 'anyio': '4.12.0', 'json-report': '1.5.0'}}
rootdir: /localdev/jameszianxu/tt-xla
configfile: pytest.ini
plugins: metadata-3.1.1, split-0.10.0, jaxtyping-0.3.4, forked-1.6.0, anyio-4.12.0, json-report-1.5.0
collecting ... collected 1 item

tests/torch/graphs/test_attention.py::test_qwen2_5_attention_prefill_push[7b_instruct-1024-llmbox] 2026-01-05 17:22:57.939 (   0.000s) [        7BAA3480]   plugin_attributes.cc:60       1| PluginAttributes::PJRT_Plugin_Initialize
2026-01-05 17:23:19.429 (  21.490s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.430 (  21.490s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.430 (  21.490s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.430 (  21.490s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.430 (  21.490s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.430 (  21.490s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.430 (  21.491s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.491s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.491s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.431 (  21.491s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.431 (  21.491s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.431 (  21.491s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:19.431 (  21.492s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.434 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.495s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.435 (  21.496s) [        7BAA3480]     buffer_instance.cc:638      1| BufferInstance::PJRT_Buffer_IsDeleted
2026-01-05 17:23:19.447 (  21.508s) [        7BAA3480]     client_instance.cc:694      1| ClientInstance::PJRT_Client_Compile
2026-01-05 17:23:19.447 (  21.508s) [        7BAA3480]     client_instance.cc:327      1| MLIR code size: 6060 bytes
=== MLIR Code (size=6060) ===
MLÔRStableHLO_v1.11.0
=== End MLIR Code ===
2026-01-05 17:23:19.447 (  21.508s) [        7BAA3480]      module_builder.cc:213      1| ModuleBuilder::buildModule
2026-01-05 17:23:19.451 (  21.512s) [        7BAA3480]      module_builder.cc:1063     1| MLIR Module vhlo:
#loc1 = loc("p0.1")
#loc2 = loc("p1.7")
#loc3 = loc("p2.11")
#loc4 = loc("p3.16")
#loc5 = loc("p4.37")
#loc6 = loc("p5.44")
#loc7 = loc("p6.48")
